alpha,beta,I,centrality
0.4,1.3333333333333333,0.009933211900425011,betweenness
0.5333333333333333,1.3333333333333333,0.00991702084598259,betweenness
0.6666666666666666,1.3333333333333333,0.0099251163732038,betweenness
0.8,1.3333333333333333,0.00994130742764622,betweenness
0.9333333333333333,1.3333333333333333,0.0099251163732038,betweenness
1.0666666666666667,1.3333333333333333,0.0099251163732038,betweenness
1.2,1.3333333333333333,0.00991702084598259,betweenness
0.0,1.5555555555555554,0.009997976118194694,betweenness
0.13333333333333333,1.5555555555555554,0.009957498482088642,betweenness
0.26666666666666666,1.5555555555555554,0.00994130742764622,betweenness
0.4,1.5555555555555554,0.009965594009309853,betweenness
0.5333333333333333,1.5555555555555554,0.009965594009309851,betweenness
0.6666666666666666,1.5555555555555554,0.009949402954867431,betweenness
0.8,1.5555555555555554,0.00991702084598259,betweenness
0.9333333333333333,1.5555555555555554,0.00991702084598259,betweenness
1.0666666666666667,1.5555555555555554,0.00991702084598259,betweenness
1.2,1.5555555555555554,0.0099251163732038,betweenness
0.0,1.7777777777777777,0.009997976118194694,betweenness
0.13333333333333333,1.7777777777777777,0.010006071645415903,betweenness
0.26666666666666666,1.7777777777777777,0.009965594009309853,betweenness
0.4,1.7777777777777777,0.009981785063752273,betweenness
0.5333333333333333,1.7777777777777777,0.010030358227079534,betweenness
0.6666666666666666,1.7777777777777777,0.009973689536531063,betweenness
0.8,1.7777777777777777,0.009933211900425011,betweenness
0.9333333333333333,1.7777777777777777,0.0099251163732038,betweenness
1.0666666666666667,1.7777777777777777,0.009949402954867431,betweenness
1.2,1.7777777777777777,0.009933211900425011,betweenness
0.0,2.0,0.010038453754300744,betweenness
0.13333333333333333,2.0,0.00994130742764622,betweenness
0.26666666666666666,2.0,0.009965594009309851,betweenness
0.4,2.0,0.009965594009309854,betweenness
0.5333333333333333,2.0,0.009933211900425011,betweenness
0.6666666666666666,2.0,0.009965594009309853,betweenness
0.8,2.0,0.009933211900425011,betweenness
0.9333333333333333,2.0,0.009973689536531063,betweenness
1.0666666666666667,2.0,0.009949402954867431,betweenness
1.2,2.0,0.0099251163732038,betweenness
0.0,0.0,1.0,closeness
0.13333333333333333,0.0,1.0,closeness
0.26666666666666666,0.0,1.0,closeness
0.4,0.0,1.0,closeness
0.5333333333333333,0.0,1.0,closeness
0.6666666666666666,0.0,1.0,closeness
0.8,0.0,1.0,closeness
0.9333333333333333,0.0,1.0,closeness
1.0666666666666667,0.0,1.0,closeness
1.2,0.0,1.0,closeness
0.0,0.2222222222222222,1.0,closeness
0.13333333333333333,0.2222222222222222,1.0,closeness
0.26666666666666666,0.2222222222222222,1.0,closeness
0.4,0.2222222222222222,1.0,closeness
0.5333333333333333,0.2222222222222222,1.0,closeness
0.6666666666666666,0.2222222222222222,1.0,closeness
0.8,0.2222222222222222,1.0,closeness
0.9333333333333333,0.2222222222222222,1.0,closeness
1.0666666666666667,0.2222222222222222,1.0,closeness
1.2,0.2222222222222222,1.0,closeness
0.0,0.4444444444444444,1.0,closeness
0.13333333333333333,0.4444444444444444,1.0,closeness
0.26666666666666666,0.4444444444444444,1.0,closeness
0.4,0.4444444444444444,1.0,closeness
0.5333333333333333,0.4444444444444444,1.0,closeness
0.6666666666666666,0.4444444444444444,1.0,closeness
0.8,0.4444444444444444,1.0,closeness
0.9333333333333333,0.4444444444444444,1.0,closeness
1.0666666666666667,0.4444444444444444,1.0,closeness
1.2,0.4444444444444444,1.0,closeness
0.0,0.6666666666666666,1.0,closeness
0.13333333333333333,0.6666666666666666,1.0,closeness
0.26666666666666666,0.6666666666666666,1.0,closeness
0.4,0.6666666666666666,1.0,closeness
0.5333333333333333,0.6666666666666666,1.0,closeness
0.6666666666666666,0.6666666666666666,1.0,closeness
0.8,0.6666666666666666,1.0,closeness
0.9333333333333333,0.6666666666666666,1.0,closeness
1.0666666666666667,0.6666666666666666,1.0,closeness
1.2,0.6666666666666666,1.0,closeness
0.0,0.8888888888888888,1.0,closeness
0.13333333333333333,0.8888888888888888,1.0,closeness
0.26666666666666666,0.8888888888888888,1.0,closeness
0.4,0.8888888888888888,1.0,closeness
0.5333333333333333,0.8888888888888888,1.0,closeness
0.6666666666666666,0.8888888888888888,1.0,closeness
0.8,0.8888888888888888,1.0,closeness
0.9333333333333333,0.8888888888888888,1.0,closeness
1.0666666666666667,0.8888888888888888,1.0,closeness
1.2,0.8888888888888888,1.0,closeness
0.0,1.1111111111111112,0.009925116373203802,closeness
0.13333333333333333,1.1111111111111112,0.00991702084598259,closeness
0.26666666666666666,1.1111111111111112,0.00991702084598259,closeness
0.4,1.1111111111111112,0.00991702084598259,closeness
0.5333333333333333,1.1111111111111112,0.00991702084598259,closeness
0.6666666666666666,1.1111111111111112,0.00991702084598259,closeness
0.8,1.1111111111111112,0.00991702084598259,closeness
0.9333333333333333,1.1111111111111112,0.00991702084598259,closeness
1.0666666666666667,1.1111111111111112,0.00991702084598259,closeness
1.2,1.1111111111111112,0.00991702084598259,closeness
0.0,1.3333333333333333,0.00991702084598259,closeness
0.13333333333333333,1.3333333333333333,0.00991702084598259,closeness
0.26666666666666666,1.3333333333333333,0.00991702084598259,closeness
0.4,1.3333333333333333,0.00991702084598259,closeness
0.5333333333333333,1.3333333333333333,0.00991702084598259,closeness
0.6666666666666666,1.3333333333333333,0.00991702084598259,closeness
0.8,1.3333333333333333,0.00991702084598259,closeness
0.9333333333333333,1.3333333333333333,0.00991702084598259,closeness
1.0666666666666667,1.3333333333333333,0.00991702084598259,closeness
1.2,1.3333333333333333,0.00991702084598259,closeness
0.0,1.5555555555555554,0.00991702084598259,closeness
0.13333333333333333,1.5555555555555554,0.00991702084598259,closeness
0.26666666666666666,1.5555555555555554,0.00991702084598259,closeness
0.4,1.5555555555555554,0.00991702084598259,closeness
0.5333333333333333,1.5555555555555554,0.00991702084598259,closeness
0.6666666666666666,1.5555555555555554,0.00991702084598259,closeness
0.8,1.5555555555555554,0.00991702084598259,closeness
0.9333333333333333,1.5555555555555554,0.00991702084598259,closeness
1.0666666666666667,1.5555555555555554,0.00991702084598259,closeness
1.2,1.5555555555555554,0.00991702084598259,closeness
0.0,1.7777777777777777,0.00991702084598259,closeness
0.13333333333333333,1.7777777777777777,0.00991702084598259,closeness
0.26666666666666666,1.7777777777777777,0.00991702084598259,closeness
0.4,1.7777777777777777,0.00991702084598259,closeness
0.5333333333333333,1.7777777777777777,0.00991702084598259,closeness
0.6666666666666666,1.7777777777777777,0.00991702084598259,closeness
0.8,1.7777777777777777,0.00991702084598259,closeness
0.9333333333333333,1.7777777777777777,0.00991702084598259,closeness
1.0666666666666667,1.7777777777777777,0.00991702084598259,closeness
1.2,1.7777777777777777,0.00991702084598259,closeness
0.0,2.0,0.00991702084598259,closeness
0.13333333333333333,2.0,0.00991702084598259,closeness
0.26666666666666666,2.0,0.00991702084598259,closeness
0.4,2.0,0.00991702084598259,closeness
0.5333333333333333,2.0,0.00991702084598259,closeness
0.6666666666666666,2.0,0.00991702084598259,closeness
0.8,2.0,0.00991702084598259,closeness
0.9333333333333333,2.0,0.00991702084598259,closeness
1.0666666666666667,2.0,0.00991702084598259,closeness
1.2,2.0,0.00991702084598259,closeness
